Category,Resume
Sales,"SKILLS 1. MS-Office 2. Good Communication skills and Convincing Poer 3. Knoledge of sales and marketing 4. Customer sales management 5. Talent management 6. Direct sales management STRENGTHS 1. Dedication and dependability 2. Flexibility: able to ork in taxing and demanding conditions on reasonably stretchable time slots 3. Team ork: able to ork cooperatively in a team and lead the team to success Education Details 

Sales manager 


Skill Details 
AND MARKETING- Experience - 6 months
DIRECT SALES- Experience - 36 months
MARKETING- Experience - 6 months
OF SALES- Experience - 36 months
SALES- Experience - 36 monthsCompany Details 
company - Bajaj finance
description - 
company - Bajaj finance
description - SBI BANK AS A OFFICE ASSISTENCE FOR 1 YEAR
K G N SHOPE AS A OFFICE ASSISTENCE 6 MONTH
VODAFONE AS A TELLE CALLER 1 YEAR
Bajaj Finserv Ltd AS An Assistant Sales Manager 11 MONTH
Square Capital AS A Sales Manager 5 MONTH
At present orking in Bajaj Housing Finance Ltd AS An Assistant Sales Manager"


Sales,"Skill Sets:  Multi-tasking  Collaborative  Optimistic Thinking  Effective teamleader/team trainer  Visualizing the ork hich is to be done  Good Grip on Communication  Various Languages Knon  Value loyalty and is loyal toards my responsibility  Compatible orking ith MS officeEducation Details 
January 2017 MBA Marketing & Sales  Amity University
January 2015 Bsc. Hotel Management  P.S.G College of arts and sciences
    Institution/University/Board
Sales Manager 

Sales and Marketing Management
Skill Details 
MS office- Experience - 4 monthsCompany Details 
company - Cohesive Technologies
description - I am responsible for Managing company's business in Mumbai area,along ith branch Manager,I follo up leads given to me by my corporate office, I meet them personally give them the best solutions and product suitable for their business, I even generate leads by myself by calling up the clients through cold call,My job is like an entrepreneur here, hich basically involves managing a small business."


Sales,"IT Skills: MS Office. Photoshop. SQL Server.Education Details 
June 2015 Bachelor   Yashantrao chavan maharashtra university
Sales Manager 

Sales Manager
Skill Details 
MS OFFICE- Experience - 6 months
MS SQL SERVER- Experience - 6 months
PHOTOSHOP- Experience - 6 months
SQL- Experience - 6 months
SQL SERVER- Experience - 6 monthsCompany Details 
company - Nature Of ork
description - Generating leads on calls, Suggesting Residential property as per clients budget & specification, building Relationship ith Channel Partner.

  Meeting ith clients for project presentation follo for up Site Visit
Deal closure.

orked ith ICICI Merchant services (Hgs Payroll) As Sales Manager. (16th Jan 2017 to till 30th Aug 2018)

Nature of ork:
 Sales OF POS EDC Machine, SME Loan, Loan against electronic payment.
Acquiring Ne Merchants And retaing existing Merchants.
 Cold calling ith CASA Team (ICICI BANK) Generating leads.
  Field Visit Providing demo to Retailers shopkeeper SME & Corporate merchant for Closing & Signup.

orked ith Mahal Pvt Ltd. as Sr. Sales Executive. (04th Mar 2016 to 03 Jan 2017)
Nature of ork:
 Calling on leads gegenerat Interacting ith clients on call & suggesting property Flat/Bunglos/N.A Plots & Ro houses as per their requirement.
 Meeting ne channel partners & maintain relationship ith channel partners for leads.
 Achieving monthly targets, Maintaining reports & updating seniors of daily activities.
company - Bookmyflat.Com
description - Arranging Site visit ith client on lead generated
  Closing deal by suggesting appropriate Residential property to clients as per their budget."


Health and fitness,"SKILLS: Computer:  Can easily operate in Operating System like indos 10.  Can ork in Ms-Office (ord, Excel, and PoerPoint).  Can easily operate internet & Gym Management Softare (website & mobile application).Education Details 
January 2010 Advance Diploma in Hotel Management   J& Institute of Hotel Management
Gym management & Consultant 

Gym management & Consultant - Sculpt Fitness Centre
Skill Details 
Excel- Experience - 96 months
PoerPoint- Experience - 96 months
ord- Experience - 96 months
Gym Management Softare- Experience - 96 monthsCompany Details 
company - Sculpt Fitness Centre
description - 2015 - Present	Sales, Fitness, Operations
company - AB's Fitness Club
description - Fitness, Sales, Administration, Facility & House-keeping
company - AB's Fitness Club
description - Sales, Fitness, Operations
company - Ultimate Fitness Club
description - 
company - Tripod Fitness Arena
description - Sales, Administration
company - C K Fitness
description - Sales & Fitness Staff Recruitment

KEY ROLES:
 Designing and promoting activities to meet customer demand and generate revenue;
 Advertising and promoting the club or Centre to increase usage, considering market research;
 Recruiting, training and supervising staff, including managing staff rotas;
 Taking Daily/eekly/monthly reporting from Fitness Manager, Sales Team Lead And Housekeeping Head;
 Carrying out health and safety checks on the equipment and site;
 Retaining existing members by providing good quality of service and by providing good sales programs;
 Prioritizing target activities and user groups (especially in local authority Centres);
 Customer Relationship;
 Providing training to the sales staff to Deal ith enquiries, complaints and emergencies
 Delivering some fitness training or coaching in sports activities - often a good ay of maintaining contact ith customers;
 Preparing and checking budgets and generating revenue;
 Cashing-up and keeping stock records of supplements;
 Utilizing Group-X studio by scheduling exciting grouper's batches;
 riting monthly or eekly reports and preparing cash projections for Centre oners;
 Enhancing profitability by organizing and delivering an appropriate range of fitness activities/programs;
 Keeping statistical and financial records;
 Keeping check on the Maintenance of fitness equipment & other facilities;
 Ensuring compliance ith health and safety legislation;
 Maintaining customer service, Fitness & Hospitality standards;
 Planning;
 Undertaking administrative tasks;
 Promoting and marketing the business;
company - Endurance Fitness Club
description - Fitness, Sales, Administration, Facility & House-keeping"

Health and fitness,"Education Details 
January 2009 P.G. Sports science  Dr. BMN College of Home Science
January 2008 BSc Food Science & Nutrition  Dr. BMN College of Home Science
January 2004 HSC   Central Railay's Jr. college of Science and Commerce
January 2002 SSC HISTORY  IES's Modern English School
 MSc Nutrition  College of Home Science
nutritionist and health promoter 

9yrs experience as a nutritionist and health coach
Skill Details 
Company Details 
company - UGC NET
description - CAREER OBJECTIVE- To use my qualifications as a nutritionist and health promoter to contribute to the ell being of individuals in the community.
UGC NET Certificate for Lectureship MAR- 2013

SKILLS LEARNT
 orking in a team environment.
 orking as an individual.
 Time management to ensure all customers are served sufficiently and all tasks are completed to a high standard.
 orking under pressure and in a busy environment
 Personal presentation
Communication Skills
 9 years of ork experience at healthcare startups, health clubs has enhanced my communication skills through discussions ith health & fitness professionals & clients, riting articles and designing customized diet plans.
 Confident in communicating ith people on all levels and ensuring their needs are met.
Leadership skills
 Leadership skills ere developed in high school & college as a group leader here team ork as essential, also conflict resolution skills ere developed.
Oral Skills
 Volunteering activities, leadership roles and university requirements involved many public speaking opportunities.
 Communicating ith the general public, asking them questions, and giving presentations has helped to further develop public speaking skills.
 Comfortable ith public speaking roles."


Health and fitness,"Education Details 
January 1992 to January 2003 First year Science Mumbai, Maharashtra St micheal high
Personal fitness trainer level3 

personal trainer
Skill Details 
Company Details 
company - Golds gym ,fitness solution,flora hotel
description - Certification : american college of sports science golds gym heart saver reps level 3

Responsibilities
To obtain a challenging position hich ill commensurate ith my qualification and experience in the field of health and fitness environment.


Accomplishments
Good



Skills Used
Fitness"

Health and fitness,"Education Details 
January 2018 M.S. Nutrition and Exercise Physiology Ne York, NY Teachers College, Columbia University
January 2016 B.S. Nutrition and Dietetics Miami, FL Florida International University
January 2011 B.Sc. General Microbiology Pune, Maharashtra Abasahweb Garare College
Group Fitness Instructor, India 

Group Fitness Instructor, India - Columbia University
Skill Details 
Company Details 
company - Columbia University
description - Present
Organized high energy eight training, cardiovascular and indoor cycling classes
accommodating participants of varying age-groups, cultural backgrounds and fitness levels to help achieve their fitness goals.
company - Columbia Dental School
description - Provided detailed nutrition counselling and telephonic follo up to dental patients ith accompanying metabolic conditions like diabetes, hypertension and obesity."

Health and fitness,"Personal Skills:  Good verbal and ritten communication skills  Ability to deal ith people diplomatically  illingness to learn Other Qualifications:  Seema Institute Ansalon: Body massage and scalp, Sedish, Thai body, Foot Reflexology, Aromatherapy. Completed course of 2 months.  Talalkars: Fitness academy ith gym and aerobics. Completed 3 months course in fitness training.  Radio Bhavan, The Career Super Market: Hotel and Front Office Management. Completed course of 3 months.  Slender Gender: Done diploma in Spa Management, (4 Months)Education Details 

Fitness Trainer cum Team Leader 

Fitness Trainer cum Team Leader - Think Healthy
Skill Details 
Company Details 
company - Think Healthy
description - Job Responsibilities:
 Perform related duties and responsibilities as assigned.
 Achieve Fitness Goal
 Training people to do ork outs in Gym. Handling customer s queries related therapies, Refreshers, etc
company - Raymond Gym
description - Job Responsibilities:
 Perform related duties and responsibilities as assigned.
 Handling customers  queries related therapies
company - AROMA THAI FOOT SPA
description - Perform related duties and responsibilities as assigned.
 Handling customers  queries related therapies, Refreshers, etc
 Handled queries on phone as ell as personally.
 Taking care of payment Invoices.
company - GLOBAL 1 GYM
description - Job Responsibilities:
 Perform related duties and responsibilities as assigned.
 Handling a team, entire floor section
 Achieve Fitness Goal
 Training People to do ork outs in Gym
company - RUDRAAKSH HEALTH CARE & SPA
description - Job Responsibilities:
 Perform related duties and responsibilities as assigned.
 Handling a team, entire floor section.
 Achieve Fitness Goal.
 Training people to do ork outs in Gym. Handling customer s queries related therapies, Refreshers, etc
 Handled queries on phone as ell as personally.
 Taking care of payment Invoices.
company - PLAZA GYM
description - 
company - HOTEL indsor
description - 
company - HOTEL HOLIDAY INN, Juhu
description - Done Promotion: For Aromathai Foot Spa. 6 days (orld Trade Centre, Bombay Exhibition Centre, Also done promotion at Bandra Kurla Complex, Bandra GYM Khana ( Promoted various products: Spa, Health and Fitness Product, Garments, Imitation Jeellery, Food & Beverage etc)"
